LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
2070814-DCA,Inactive,JOE & THE JUICE NEW YORK LLC,JOE & THE JUICE,1758,BROADWAY,NEW YORK,NY,10019,Small Unenclosed,283,4,11,,40.76583333496104,-73.98174053457586,105,4,http://www.cb5.org,19924-2017-ASWC,Small Unenclosed,283,4,11,Application Review Completed,11/01/2018,12/15/2020,,12/20/2017,Ready For Review,12/21/2017,Approved,02/15/2018,,,Review Period Expired,04/07/2018,Recommendation Issued,05/10/2018,,,Review Period Expired,05/31/2018,Approved,11/01/2018,Issued,11/01/2018
1003195-DCA,Active,RIOMAR CORP.,KANA,324,SPRING ST,NEW YORK,NY,10013,Unenclosed,119,4,13,40608746,40.72583791450456,-74.00936958719932,102,3,http://www.nyc.gov/manhattancb2,19270-2019-RSWC,Unenclosed,119,4,13,Application Review Completed,11/01/2019,04/15/2021,,05/07/2019,Ready For Review,05/07/2019,Approved,05/09/2019,,,Review Period Expired,06/27/2019,Waived,06/27/2019,,,Review Period Expired,07/18/2019,Approved,11/01/2019,Issued,11/01/2019
2033302-DCA,Inactive,"SGR HOSPITALITY GROUP, LLC",,162,W 56TH ST,NEW YORK,NY,10019,Small Unenclosed,70,1,2,50040890,40.76455401587136,-73.98011279893792,105,4,http://www.cb5.org,30758-2018-RSWC,Small Unenclosed,70,1,2,Application Review Completed,06/24/2019,12/15/2020,,12/05/2018,Ready For Review,12/05/2018,Approved,12/07/2018,,,Review Period Expired,01/31/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,06/24/2019,Issued,06/24/2019
2052744-DCA,Active,"SUNDAY IN BROOKLYN, LLC",,348,WYTHE AVE,BROOKLYN,NY,11249,Unenclosed,300,16,31,50056175,40.714156857128835,-73.96528774024758,301,33,http://www.nyc.gov/brooklyncb1,1555-2020-RSWC,Unenclosed,300,16,31,Pending Review,01/24/2020,04/23/2020,04/23/2020,01/23/2020,Ready For Review,01/23/2020,Under Review,01/24/2020,Pending Review,01/24/2020,Review Period Expired,03/26/2020,Waived,03/26/2020,,,Review Period Expired,04/16/2020,Pending Review,,Pending Review,
2006083-DCA,Inactive,OWM VERNON LLC,CORNER BISTRO,4718,VERNON BLVD,LONG ISLAND CITY,NY,11101,Regular Unenclosed/Small Unenclosed,294,10,20,41647754,40.74496808245138,-73.95352115179604,402,26,http://www.cb2queens.org/,12098-2018-RSWC,Regular Unenclosed/Small Unenclosed,294,10,20,Application Review Completed,09/20/2018,09/15/2020,,08/28/2018,Issued Temp Op Letter,09/18/2018,Approved,,Proceed,09/20/2018,Recommend Approval,09/20/2018,Waived,09/20/2018,,,Approved,09/20/2018,Waived,09/20/2018,Issued,09/20/2018
2087607-DCA,Active,D&D CAFE LLC,,128,MESEROLE ST,BROOKLYN,NY,11206,Unenclosed,327,19,38,,40.707824846610535,-73.94464167338695,301,34,http://www.nyc.gov/brooklyncb1,4954-2019-ASWC,Unenclosed,327,19,38,Application Review Completed,09/04/2019,04/15/2021,,04/30/2019,Ready For Review,04/30/2019,Approved,05/01/2019,,,Recommend Approval,06/26/2019,Recommendation Issued,06/26/2019,SWC Public Hearing,06/19/2019,Review Period Expired,07/18/2019,Approved,09/04/2019,Issued,09/04/2019
2035053-DCA,Inactive,SPRING SOHO INC,SPRING NATURAL,98,KENMARE ST,NEW YORK,NY,10012,Regular Unenclosed/Small Unenclosed,301,11,22,50042188,40.7210980595379,-73.99698765926541,102,1,http://www.nyc.gov/manhattancb2,11375-2018-RSWC,Regular Unenclosed/Small Unenclosed,301,11,22,Application Review Completed,02/05/2019,09/15/2020,,08/20/2018,Ready For Review,08/20/2018,Approved,08/21/2018,,,Review Period Expired,10/10/2018,Waived,10/10/2018,,,Review Period Expired,10/31/2018,,,Issued,02/05/2019
2038124-DCA,Inactive,REGULARS LLC,CAPTAIN DAN'S GOOD TIME TAVERN,497,GREENE AVE,BROOKLYN,NY,11216,Unenclosed,119,7,14,50046140,40.688614397218785,-73.95109404104711,303,36,http://cb3brooklyn.org,28588-2018-RSWC,Unenclosed,119,7,14,Application Review Completed,04/02/2019,12/15/2020,,11/20/2018,Ready For Review,11/20/2018,Approved,11/20/2018,,,Review Period Expired,01/10/2019,Waived,01/10/2019,,,Review Period Expired,01/31/2019,,,Issued,04/02/2019
2074652-DCA,Inactive,EL ENCANTO DE LOLA 2 LLC,EL ENCANTO D LOLA 2,175,LENOX AVE,NEW YORK,NY,10026,Unenclosed,351,20,40,50077336,40.80391472961046,-73.94859284330151,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,9498-2018-ASWC,Unenclosed,351,20,40,Application Review Completed,01/02/2019,12/15/2020,,05/03/2018,Ready For Review,05/03/2018,Approved,05/03/2018,,,Review Period Expired,06/28/2018,Recommendation Issued,06/28/2018,SWC Public Hearing,06/20/2018,Review Period Expired,07/19/2018,Approved,01/02/2019,Issued,01/02/2019
2049841-DCA,Active,HTL GREENPOINT LLC,THE MOONLIGHT MILE,200,FRANKLIN ST,BROOKLYN,NY,11222,Unenclosed,369,10,26,50005944,40.73224781619745,-73.95783821251408,301,33,http://www.nyc.gov/brooklyncb1,14581-2019-RSWC,Unenclosed,369,10,26,Application Review Completed,08/12/2019,04/15/2021,,03/19/2019,Ready For Review,03/19/2019,Approved,03/20/2019,,,Review Period Expired,05/09/2019,Waived,05/09/2019,,,Review Period Expired,05/30/2019,Approved,08/12/2019,Issued,08/12/2019
1259219-DCA,Inactive,174 BEDFORD AVENUE BAR LLC,CHARLESTON,174,BEDFORD AVE,BROOKLYN,NY,11211,Unenclosed,177,5,10,41222296,40.71816711810109,-73.95758738448855,301,33,http://www.nyc.gov/brooklyncb1,26572-2019-RSWC,Unenclosed,177,5,10,Pending Review,12/17/2019,03/15/2020,03/15/2020,09/13/2019,Ready For Review,09/13/2019,Issued Temp Op Letter,09/19/2019,Pending Review,09/19/2019,Review Period Expired,11/07/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Pending Review,,Pending Review,
2023069-DCA,Active,"LULA ENTERPRISES, LLC",HAMILTONS,2826,FORT HAMILTON PKWY,BROOKLYN,NY,11218,Unenclosed,523,30,64,41697878,40.64857895511727,-73.97708064267015,307,39,http://www.brooklyncb7.org/,25685-2019-RSWC,Unenclosed,523,30,64,Application Review Completed,08/13/2019,09/15/2021,,08/13/2019,Ready For Review,08/13/2019,Approved,,Proceed,08/13/2019,Review Period Expired,08/13/2019,Waived,08/13/2019,,,Approved,08/13/2019,Approved,08/13/2019,Issued,08/13/2019
1310240-DCA,Inactive,401 W 50 TAVERN INC.,,401,W 50TH ST,NEW YORK,NY,10019,Small Unenclosed,108,6,12,41347045,40.763715342373736,-73.98927859084313,104,3,http://www.nyc.gov/mcb4,33314-2019-RSWC,Small Unenclosed,108,6,12,Pending Review,05/20/2020,07/31/2020,07/31/2020,11/22/2019,Ready For Review,11/22/2019,Issued Temp Op Letter,11/26/2019,Pending Review,11/26/2019,Review Period Expired,01/14/2020,Waived,01/14/2020,,,Review Period Expired,02/04/2020,Pending Review,,Pending Review,
0949447-DCA,Active,164 MULBERRY ST. CORP.,DA NICO RESTAURANT,164,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,113,4,8,40396264,40.71962961413981,-73.99701297823542,102,1,http://www.nyc.gov/manhattancb2,14067-2019-RSWC,Unenclosed,113,4,8,Application Review Completed,08/29/2019,04/15/2021,,03/14/2019,Ready For Review,03/14/2019,Approved,03/15/2019,,,Review Period Expired,05/07/2019,Waived,05/07/2019,,,Review Period Expired,05/28/2019,Approved,08/29/2019,Issued,08/29/2019
1125981-DCA,Active,RENOLTA LLC,NICE- MATIN,201,W 79TH ST,NEW YORK,NY,10024,Unenclosed,820,24,68,40922958,40.78351163325354,-73.97850747454505,107,6,http://www.nyc.gov/mcb7,16372-2019-RSWC,Unenclosed,820,24,68,Application Review Completed,09/03/2019,04/15/2021,,04/01/2019,Ready For Review,04/01/2019,Approved,04/03/2019,,,Review Period Expired,05/21/2019,Waived,05/21/2019,,,Review Period Expired,06/11/2019,,,Issued,09/03/2019
2081202-DCA,Active,WESTVILLE HK LLC,,809,9TH AVE,NEW YORK,NY,10019,Unenclosed,52,3,6,,40.765828610228446,-73.98746241228221,104,3,http://www.nyc.gov/mcb4,17268-2018-ASWC,Unenclosed,52,3,6,Application Review Completed,06/12/2019,12/15/2021,,11/13/2018,Ready For Review,11/13/2018,Approved,11/13/2018,,,,,,,,,Review Period Expired,01/31/2019,Approved,06/12/2019,Issued,06/12/2019
2076189-DCA,Inactive,LAS MARGARITAS SUNSET INC,,3801,BROADWAY,ASTORIA,NY,11103,Unenclosed,423,11,44,50068327,40.759491066788705,-73.91959091021837,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,10841-2018-ASWC,Unenclosed,423,11,44,Application Review Completed,11/20/2018,09/15/2020,,05/29/2018,Ready For Review,05/29/2018,Approved,06/01/2018,,,Recommend Approval,07/26/2018,Recommendation Issued,07/26/2018,SWC Public Hearing,07/18/2018,Review Period Expired,08/16/2018,Approved,11/20/2018,Issued,11/20/2018
2053880-DCA,Inactive,"AURORA FG, INC",,211,DEKALB AVE,BROOKLYN,NY,11205,Unenclosed,425,20,40,50062832,40.68971903370072,-73.97096171947007,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,34633-2019-RSWC,Unenclosed,425,20,40,Pending Review,05/28/2020,08/29/2020,08/29/2020,12/06/2019,Ready For Review,12/06/2019,Issued Temp Op Letter,12/06/2019,Pending Review,12/06/2019,Review Period Expired,01/29/2020,Waived,01/29/2020,,,Review Period Expired,02/19/2020,Pending Review,,Pending Review,
1347394-DCA,Inactive,CAFE ARGENTINO INC.,CAFE ARGENTINO,499,GRAND ST,BROOKLYN,NY,11211,Unenclosed,299,7,18,41456654,40.71114351549549,-73.95126507830697,301,34,http://www.nyc.gov/brooklyncb1,7337-2019-RSWC,Unenclosed,299,7,18,Pending Review,08/21/2019,11/19/2019,11/19/2019,02/11/2019,Ready For Review,02/14/2019,Issued Temp Op Letter,02/14/2019,Pending Review,02/14/2019,Review Period Expired,04/10/2019,Waived,04/10/2019,,,Review Period Expired,05/01/2019,Pending Review,,Pending Review,
1179946-DCA,Inactive,PER TAVERN CORP.,KETTLE BLACK,8622,3RD AVE,BROOKLYN,NY,11209,Enclosed,346,11,30,41035072,40.62289947193172,-74.03137951422805,310,43,http://www.bkcb10.org/,8868-2018-RSWC,Enclosed,346,11,30,Pending Review,01/07/2020,05/14/2020,05/14/2020,05/25/2018,Ready For Review,05/25/2018,Issued Temp Op Letter,05/31/2018,Proceed,03/17/2020,Recommend Approval,03/17/2020,Waived,04/17/2020,,,Review Period Expired,05/08/2020,Pending Review,,Pending Review,
1283643-DCA,Inactive,JPS VENTURES INC.,,441,AMSTERDAM AVE,NEW YORK,NY,10024,Enclosed,224,5,16,41326189,40.78455711486663,-73.97714577794407,107,6,http://www.nyc.gov/mcb7,8278-2018-RSWC,Enclosed,224,5,16,Pending Review,11/26/2019,03/17/2020,03/17/2020,05/10/2018,Ready For Review,05/10/2018,Issued Temp Op Letter,05/10/2018,Pending Review,05/10/2018,Pending Review,05/10/2018,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1458496-DCA,Inactive,"LAFAYETTE STREET PARTNERS II, LLC",LAFAYETTE,380,LAFAYETTE ST,NEW YORK,NY,10003,Unenclosed,962,23,84,41714997,40.7276029981432,-73.99363197558255,102,1,http://www.nyc.gov/manhattancb2,14364-2018-RSWC,Unenclosed,962,23,84,Application Review Completed,03/28/2019,09/15/2020,05/27/2019,09/20/2018,Ready For Review,09/20/2018,Approved,09/24/2018,,,Recommend Approval,11/02/2018,Waived,11/14/2018,,,Review Period Expired,12/05/2018,Approved,03/28/2019,Issued,03/28/2019
2038099-DCA,Inactive,CHEZ JOSEPHINE LTD.,,414,W 42ND ST,NEW YORK,NY,10036,Unenclosed,168,8,16,40384671,40.75850613185099,-73.99344132091315,104,3,http://www.nyc.gov/mcb4,26227-2018-RSWC,Unenclosed,168,8,16,Application Review Completed,05/07/2019,09/15/2020,,11/02/2018,Issued Temp Op Letter,11/02/2018,Approved,11/05/2018,,,Review Period Expired,12/27/2018,Waived,12/27/2018,,,Review Period Expired,01/17/2019,Approved,05/07/2019,Issued,05/07/2019
2038120-DCA,Inactive,LUKE'S LOUNGE INC,,1808,HONE AVE,BRONX,NY,10461,Unenclosed,83,2,8,41639626,40.849229865975516,-73.85497001294844,211,13,http://www.nyc.gov/bxcb11,1184-2019-RSWC,Unenclosed,83,2,8,Application Review Completed,05/02/2019,12/15/2020,,01/09/2019,Ready For Review,01/09/2019,Approved,01/09/2019,,,Review Period Expired,02/28/2019,Waived,02/28/2019,,,Review Period Expired,03/21/2019,Approved,05/02/2019,Issued,05/02/2019
2042255-DCA,Inactive,LENWICH 54TH LLC,LENWICH,1024,2ND AVE,NEW YORK,NY,10022,Enclosed,418,19,35,50050113,40.75736237849685,-73.96649969355096,106,5,http://cbsix.org,20102-2019-RSWC,Enclosed,418,19,35,Pending Review,06/05/2020,08/05/2020,08/05/2020,05/17/2019,Ready For Review,05/17/2019,Issued Temp Op Letter,05/20/2019,Pending Review,05/20/2019,Pending Review,05/20/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2084770-DCA,Active,"EPSTEIN'S BAR, LLC","EPSTEIN'S BAR, LLC",82,STANTON ST,NEW YORK,NY,10002,Unenclosed,191,8,16,50072002,40.72167944215275,-73.98879110858454,103,1,http://www.nyc.gov/manhattancb3,1734-2019-ASWC,Unenclosed,191,8,16,Application Review Completed,07/08/2019,12/15/2021,,02/21/2019,Ready For Review,02/21/2019,Approved,02/21/2019,,,Recommend Modified Approval,03/28/2019,Recommendation Issued,04/17/2019,SWC Public Hearing,04/10/2019,Review Period Expired,05/08/2019,Approved,07/08/2019,Issued,07/08/2019
2041674-DCA,Inactive,BALTIMORE RESTAURANT INC,ENGINAR,1606,1ST AVE,NEW YORK,NY,10028,Unenclosed,120,4,8,,40.77503273500596,-73.95046372372686,108,5,http://www.cb8m.com/,28563-2018-RSWC,Unenclosed,120,4,8,Application Review Completed,03/28/2019,12/15/2020,,11/20/2018,Ready For Review,11/20/2018,Approved,11/20/2018,,,Review Period Expired,01/10/2019,Waived,01/10/2019,,,Review Period Expired,01/31/2019,,,Issued,03/28/2019
2028881-DCA,Active,3 EAST 48TH REST. INC.,PJ MORAN'S,3,E 48TH ST,NEW YORK,NY,10017,Small Unenclosed,75,2,6,40384222,40.75725803143689,-73.97762438621344,105,4,http://www.cb5.org,18089-2019-RSWC,Small Unenclosed,75,2,6,Application Review Completed,08/26/2019,04/15/2021,,04/18/2019,Ready For Review,04/18/2019,Approved,04/19/2019,,,Recommend Approval,04/19/2019,Waived,04/25/2019,,,Review Period Expired,05/16/2019,Approved,08/26/2019,Issued,08/26/2019
2053891-DCA,Active,TUMMA KHAKUEN INC,THEP THAI RESTAURANT,1439,2ND AVE,NEW YORK,NY,10021,Unenclosed,374,19,38,50062556,40.77077832407999,-73.957145916313,108,4,http://www.cb8m.com/,16137-2019-RSWC,Unenclosed,374,19,38,Application Review Completed,07/01/2019,04/15/2021,,03/29/2019,Ready For Review,03/29/2019,Approved,04/01/2019,,,Review Period Expired,05/21/2019,Waived,05/21/2019,,,Review Period Expired,06/11/2019,Approved,07/01/2019,Issued,07/01/2019
2038892-DCA,Inactive,"MNY HOLDINGS ASSOCIATES, LLC",BAKER STREET,1152,1ST AVE,NEW YORK,NY,10065,Enclosed,333,11,28,40803550,40.76209770178418,-73.95990939998394,108,5,http://www.cb8m.com/,20216-2019-RSWC,Enclosed,333,11,28,Pending Review,12/20/2019,05/20/2020,05/20/2020,05/20/2019,Ready For Review,05/20/2019,Issued Temp Op Letter,05/23/2019,Pending Review,05/23/2019,Pending Review,05/23/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1312041-DCA,Active,CAFE CASANO LLC,,38,WEST ST,NEW YORK,NY,10004,Unenclosed,204,9,23,41380933,40.70622853887717,-74.01653352079003,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,18515-2019-RSWC,Unenclosed,204,9,23,Application Review Completed,10/31/2019,04/15/2021,,04/24/2019,Ready For Review,04/24/2019,Approved,05/01/2019,,,Review Period Expired,06/27/2019,Waived,06/27/2019,,,Review Period Expired,07/18/2019,Approved,10/31/2019,Issued,10/31/2019
1417866-DCA,Inactive,ANFIELD ROAD INC.,BANTER,132,HAVEMEYER ST,BROOKLYN,NY,11211,Unenclosed,62,3,7,41558805,40.712180695325515,-73.95732066026868,301,34,http://www.nyc.gov/brooklyncb1,12706-2018-RSWC,Unenclosed,62,3,7,Application Review Completed,04/05/2019,09/15/2020,,09/11/2018,Ready For Review,09/11/2018,Approved,09/12/2018,,,Review Period Expired,11/01/2018,Waived,11/01/2018,,,Review Period Expired,11/22/2018,Approved,04/05/2019,Issued,04/05/2019
1343516-DCA,Inactive,CERELI INC.,MOLE,57,JANE ST,NEW YORK,NY,10014,Unenclosed,138,7,16,41465581,40.73821701471515,-74.0053514360343,102,3,http://www.nyc.gov/manhattancb2,16061-2018-RSWC,Unenclosed,138,7,16,Application Review Completed,06/06/2019,09/15/2020,,09/26/2018,Issued Temp Op Letter,09/26/2018,Approved,09/27/2018,,,Recommend Approval,11/02/2018,Waived,11/14/2018,,,Review Period Expired,12/05/2018,Approved,06/06/2019,Issued,06/06/2019
2091250-DCA,Active,HHC 33 PECK SLIP HOLDINGS LLC,BELLINI,33,PECK SLIP,NEW YORK,NY,10038,Unenclosed,505,7,14,50076070,40.708096156005425,-74.00148964558409,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,4669-2019-ASWC,Unenclosed,505,7,14,Application Review Completed,12/18/2019,12/15/2021,,04/23/2019,Ready For Review,04/23/2019,Approved,04/23/2019,,,Recommend Approval,06/06/2019,Recommendation Issued,06/06/2019,SWC Public Hearing,06/12/2019,Review Period Expired,10/29/2019,Approved,12/16/2019,Issued,12/18/2019
2090719-DCA,Inactive,"HEX EAST, LLC",,1462,1ST AVE,NEW YORK,NY,10075,Enclosed,359,12,32,,40.77037359746572,-73.95390777044095,108,5,http://www.cb8m.com/,10618-2019-ASWC,Enclosed,359,12,32,Pending Review,02/11/2020,08/15/2020,08/15/2020,09/09/2019,Ready For Review,09/09/2019,Issued Temp Op Letter,09/09/2019,Pending Review,09/09/2019,Pending Review,09/09/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2079555-DCA,Inactive,WHITMANS 261 HUDSON LLC,,261,HUDSON ST,NEW YORK,NY,10013,Unenclosed,381,10,20,50078524,40.724918542508895,-74.00773151650152,102,3,http://www.nyc.gov/manhattancb2,5424-2020-RSWC,Unenclosed,381,10,20,Pending Review,06/17/2020,09/17/2020,09/17/2020,05/01/2020,Ready For Review,05/13/2020,Issued Temp Op Letter,,Pending Review,06/17/2020,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2093555-DCA,Active,BANTER WEST VILLAGE LLC,BANTER,643,HUDSON ST,NEW YORK,NY,10014,Unenclosed,104,6,12,,40.73908435163629,-74.00545254558875,102,3,http://www.nyc.gov/manhattancb2,12147-2019-ASWC,Unenclosed,104,6,12,Application Review Completed,05/27/2020,04/15/2022,,10/22/2019,Ready For Review,10/22/2019,Approved,10/23/2019,,,Review Period Expired,12/18/2019,Recommendation Issued,12/18/2019,SWC Public Hearing,12/11/2019,Review Period Expired,02/04/2020,Approved,05/27/2020,Issued,05/27/2020
2059550-DCA,Inactive,SWEET CHICK FLATBUSH LLC,SWEET CHICK,636,CARLTON AVE,BROOKLYN,NY,11238,Unenclosed,328,14,34,,40.677647878684375,-73.97239465190354,308,35,http://www.brooklyncb8.org/,36469-2019-RSWC,Unenclosed,328,14,34,Pending Review,01/21/2020,04/21/2020,04/21/2020,12/30/2019,Ready For Review,12/30/2019,Issued Temp Op Letter,12/31/2019,Pending Review,12/31/2019,Review Period Expired,03/06/2020,Waived,03/06/2020,,,Review Period Expired,03/27/2020,Pending Review,,Pending Review,
2067783-DCA,Inactive,SOHO MARKET & BEER MERCHANTS INC,BEERZAAR NYC,213,6TH AVE,NEW YORK,NY,10014,Unenclosed,210,10,26,50053355,40.727507058557,-74.00336620862556,102,3,http://www.nyc.gov/manhattancb2,19658-2017-ASWC,Unenclosed,210,10,26,Application Review Completed,05/24/2018,09/15/2020,,12/14/2017,Ready For Review,01/05/2018,Approved,01/05/2018,,,Review Period Expired,02/25/2018,Recommendation Issued,03/14/2018,SWC Public Hearing,02/21/2018,Review Period Expired,04/05/2018,Approved,05/24/2018,Issued,05/24/2018
2009249-DCA,Inactive,EAT MADISON LLC,ELI'S ESSENTIALS,922,MADISON AVE,NEW YORK,NY,10021,Small Unenclosed,20,1,2,50003047,40.77269402256201,-73.96487452667661,108,4,http://www.cb8m.com/,11646-2018-RSWC,Small Unenclosed,20,1,2,Application Review Completed,09/18/2018,09/15/2020,10/10/2018,09/11/2018,Ready For Review,09/11/2018,Approved,,Pending Review,09/11/2018,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,09/18/2018
2002605-DCA,Active,IL PORTO BRICK OVEN RISTORANTE LLC,IL PORTO,37,WASHINGTON AVE,BROOKLYN,NY,11205,Unenclosed,207,8,18,50004351,40.6974803334561,-73.96756840205275,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,17409-2019-RSWC,Unenclosed,207,8,18,Application Review Completed,10/11/2019,04/15/2021,,04/10/2019,Ready For Review,04/10/2019,Approved,04/11/2019,,,Review Period Expired,06/04/2019,Waived,06/04/2019,,,Review Period Expired,06/25/2019,Approved,10/11/2019,Issued,10/11/2019
1317766-DCA,Active,BROOKLYN HEIGHTS WINE BAR LLC,,50,HENRY ST,BROOKLYN,NY,11201,Unenclosed,138,6,12,41388348,40.699534975410415,-73.99214159587092,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,31913-2019-RSWC,Unenclosed,138,6,12,Application Review Completed,05/14/2020,05/20/2020,05/20/2020,11/08/2019,Ready For Review,11/08/2019,Process Completed,11/20/2019,,,Review Period Expired,01/29/2020,Waived,01/29/2020,,,Review Period Expired,02/19/2020,,,,
1474655-DCA,Active,EAT LEXINGTON 87 LLC,ELI'S ESSENTIALS,1291,LEXINGTON AVE,NEW YORK,NY,10028,Unenclosed,76,4,8,50002902,40.779909291801204,-73.95511078120192,108,5,http://www.cb8m.com/,15102-2019-RSWC,Unenclosed,76,4,8,Application Review Completed,10/16/2019,04/15/2021,,03/21/2019,Ready For Review,03/21/2019,Approved,03/25/2019,,,Recommend Approval,06/11/2019,Waived,06/11/2019,,,Review Period Expired,07/02/2019,Approved,10/16/2019,Issued,10/16/2019
1139335-DCA,Inactive,THE 8801 CORP.,CEBU,8801,3RD AVE,BROOKLYN,NY,11209,Unenclosed,575,19,39,40859014,40.6218783653301,-74.0315411345767,310,43,http://www.bkcb10.org/,5963-2020-RSWC,Unenclosed,575,19,39,Pending Review,06/09/2020,07/09/2020,07/09/2020,06/08/2020,Ready For Review,06/09/2020,Issued Temp Op Letter,,Pending Review,06/09/2020,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2071746-DCA,Inactive,1 PERRY LLC,,1,PERRY ST,NEW YORK,NY,10014,Unenclosed,137,7,16,50068912,40.735969182831674,-74.00093096690402,102,3,http://www.nyc.gov/manhattancb2,5460-2018-ASWC,Unenclosed,137,7,16,Application Review Completed,07/10/2018,09/15/2020,,03/21/2018,Ready For Review,03/21/2018,Approved,03/22/2018,,,Review Period Expired,05/12/2018,Recommendation Issued,05/24/2018,SWC Public Hearing,05/09/2018,Review Period Expired,06/14/2018,Approved,07/10/2018,Issued,07/10/2018
1365172-DCA,Inactive,"76TH STREET RESTAURANT , LLC",CAFE BOULUD,20,E 76TH ST,NEW YORK,NY,10021,Small Unenclosed,322,12,24,41443598,40.774324154289644,-73.96408658275139,108,4,http://www.cb8m.com/,2049-2019-RSWC,Small Unenclosed,322,12,24,Application Review Completed,05/09/2019,12/15/2020,,01/15/2019,Ready For Review,01/15/2019,Approved,01/15/2019,,,Recommend Approval,03/06/2019,Waived,03/06/2019,,,Review Period Expired,03/27/2019,Approved,05/09/2019,Issued,05/09/2019
1392090-DCA,Active,IXHEL CORPORATION,CAFE FRIDA,368,COLUMBUS AVE,NEW YORK,NY,10024,Enclosed,285,10,28,40758427,40.78090371627159,-73.97636709174138,107,6,http://www.nyc.gov/mcb7,18974-2019-RSWC,Enclosed,285,10,28,Application Review Completed,04/30/2019,05/15/2021,,04/30/2019,Ready For Review,04/30/2019,Approved,,Proceed,04/30/2019,Review Period Expired,04/30/2019,Waived,04/30/2019,,,Approved,04/30/2019,Approved,04/30/2019,Issued,04/30/2019
2004096-DCA,Inactive,"E & E RESTAURANT 2, LLC",HILL & BAY,581,2ND AVENUE,NEW YORK,NY,10016,Unenclosed,138,7,14,50001671,40.74351498968212,-73.97716346563186,106,2,http://cbsix.org,11396-2018-RSWC,Unenclosed,138,7,14,Application Review Completed,08/21/2018,09/15/2020,,08/21/2018,Ready For Review,08/21/2018,Approved,,Proceed,08/21/2018,Review Period Expired,08/21/2018,Waived,08/21/2018,,,Approved,08/21/2018,Waived,08/21/2018,Issued,08/21/2018
2051482-DCA,Inactive,HONEYBRAINS LAFAYETTE LLC,,372,LAFAYETTE ST,NEW YORK,NY,10012,Unenclosed,240,10,19,50057051,40.727169339752514,-73.99387374782113,102,1,http://www.nyc.gov/manhattancb2,2581-2020-RSWC,Unenclosed,240,10,19,Pending Review,02/27/2020,03/31/2020,03/31/2020,02/04/2020,Ready For Review,02/04/2020,Issued Temp Op Letter,02/05/2020,Pending Review,02/05/2020,Review Period Expired,03/25/2020,Waived,03/25/2020,,,Review Period Expired,04/15/2020,Pending Review,,Pending Review,
2033601-DCA,Inactive,345 COURT ST CORP,MARCO POLO RISTORANTE,345,COURT ST,BROOKLYN,NY,11231,Enclosed,420,10,30,40376495,40.68228978476067,-73.99592218603972,306,39,http://www.brooklyncb6.org/,20472-2019-RSWC,Enclosed,420,10,30,Pending Review,06/10/2020,09/10/2020,09/10/2020,05/22/2019,Ready For Review,05/22/2019,Issued Temp Op Letter,05/22/2019,Pending Review,05/22/2019,Pending Review,05/22/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2009334-DCA,Inactive,DCB DELANCEY CORPORATION,SEL ROSE,1,DELANCEY ST,NEW YORK,NY,10002,Regular Unenclosed/Small Unenclosed,560,15,51,41703928,40.71997532475681,-73.99378422077291,103,1,http://www.nyc.gov/manhattancb3,3125-2020-RSWC,Regular Unenclosed/Small Unenclosed,560,15,51,Pending Review,03/13/2020,05/23/2020,05/23/2020,02/12/2020,Ready For Review,02/12/2020,Issued Temp Op Letter,02/12/2020,Pending Review,02/12/2020,Review Period Expired,04/07/2020,Waived,04/07/2020,,,Review Period Expired,04/28/2020,Pending Review,,Pending Review,
